model_id,table1_rows,table1_columns,horizon,hp_set,prediction_on,id,id2
2717,Sample size,Escalation,6 months,B&S,train-cv,Repeat04,Fold2
2718,Sample size,Escalation,6 months,B&S,train-cv,Repeat05,Fold1
2719,Sample size,Escalation,6 months,B&S,train-cv,Repeat05,Fold2
2720,Sample size,Escalation,6 months,B&S,train-cv,Repeat06,Fold1
2721,Sample size,Escalation,6 months,B&S,train-cv,Repeat06,Fold2
2722,Sample size,Escalation,6 months,B&S,train-cv,Repeat07,Fold1
2723,Sample size,Escalation,6 months,B&S,train-cv,Repeat07,Fold2
2724,Sample size,Escalation,6 months,B&S,train-cv,Repeat08,Fold1
2725,Sample size,Escalation,6 months,B&S,train-cv,Repeat08,Fold2
2726,Sample size,Escalation,6 months,B&S,train-cv,Repeat09,Fold1
2727,Sample size,Escalation,6 months,B&S,train-cv,Repeat09,Fold2
2728,Sample size,Escalation,6 months,B&S,train-cv,Repeat10,Fold1
2729,Sample size,Escalation,6 months,B&S,train-cv,Repeat10,Fold2
2730,Sample size,Escalation,6 months,B&S,train-cv,Repeat11,Fold1
2731,Sample size,Escalation,6 months,B&S,train-cv,Repeat11,Fold2
2732,Sample size,Escalation,6 months,B&S,train-cv,Repeat12,Fold1
2733,Sample size,Escalation,6 months,B&S,train-cv,Repeat12,Fold2
2734,Sample size,Escalation,6 months,B&S,train-cv,Repeat13,Fold1
2735,Sample size,Escalation,6 months,B&S,train-cv,Repeat13,Fold2
2736,Sample size,Escalation,6 months,B&S,train-cv,Repeat14,Fold1
2737,Sample size,Escalation,6 months,B&S,train-cv,Repeat14,Fold2
2738,Sample size,Escalation,6 months,B&S,train-cv,Repeat15,Fold1
2739,Sample size,Escalation,6 months,B&S,train-cv,Repeat15,Fold2
2740,Sample size,Escalation,6 months,B&S,train-cv,Repeat16,Fold1
2741,Sample size,Escalation,6 months,B&S,train-cv,Repeat16,Fold2
2742,Sample size,Escalation,6 months,B&S,train-cv,Repeat17,Fold1
2743,Sample size,Escalation,6 months,B&S,train-cv,Repeat17,Fold2
2744,Sample size,Escalation,6 months,B&S,train-cv,Repeat18,Fold1
2745,Sample size,Escalation,6 months,B&S,train-cv,Repeat18,Fold2
2746,Sample size,Escalation,6 months,B&S,train-cv,Repeat19,Fold1
2747,Sample size,Escalation,6 months,B&S,train-cv,Repeat19,Fold2
2748,Sample size,Escalation,6 months,B&S,train-cv,Repeat20,Fold1
2749,Sample size,Escalation,6 months,B&S,train-cv,Repeat20,Fold2
2750,Sample size,Escalation,6 months,B&S,train-cv,Repeat21,Fold1
2751,Sample size,Escalation,6 months,B&S,train-cv,Repeat21,Fold2
2752,Sample size,Escalation,6 months,B&S,test,NA,NA
2753,Sample size,Escalation,6 months,Default,train-cv,Repeat01,Fold1
2754,Sample size,Escalation,6 months,Default,train-cv,Repeat01,Fold2
2755,Sample size,Escalation,6 months,Default,train-cv,Repeat02,Fold1
2756,Sample size,Escalation,6 months,Default,train-cv,Repeat02,Fold2
2757,Sample size,Escalation,6 months,Default,train-cv,Repeat03,Fold1
2758,Sample size,Escalation,6 months,Default,train-cv,Repeat03,Fold2
2759,Sample size,Escalation,6 months,Default,train-cv,Repeat04,Fold1
2760,Sample size,Escalation,6 months,Default,train-cv,Repeat04,Fold2
2761,Sample size,Escalation,6 months,Default,train-cv,Repeat05,Fold1
2762,Sample size,Escalation,6 months,Default,train-cv,Repeat05,Fold2
2763,Sample size,Escalation,6 months,Default,train-cv,Repeat06,Fold1
2764,Sample size,Escalation,6 months,Default,train-cv,Repeat06,Fold2
2765,Sample size,Escalation,6 months,Default,train-cv,Repeat07,Fold1
2766,Sample size,Escalation,6 months,Default,train-cv,Repeat07,Fold2
2767,Sample size,Escalation,6 months,Default,train-cv,Repeat08,Fold1
2768,Sample size,Escalation,6 months,Default,train-cv,Repeat08,Fold2
2769,Sample size,Escalation,6 months,Default,train-cv,Repeat09,Fold1
2770,Sample size,Escalation,6 months,Default,train-cv,Repeat09,Fold2
2771,Sample size,Escalation,6 months,Default,train-cv,Repeat10,Fold1
2772,Sample size,Escalation,6 months,Default,train-cv,Repeat10,Fold2
2773,Sample size,Escalation,6 months,Default,train-cv,Repeat11,Fold1
2774,Sample size,Escalation,6 months,Default,train-cv,Repeat11,Fold2
2775,Sample size,Escalation,6 months,Default,train-cv,Repeat12,Fold1
2776,Sample size,Escalation,6 months,Default,train-cv,Repeat12,Fold2
2777,Sample size,Escalation,6 months,Default,train-cv,Repeat13,Fold1
2778,Sample size,Escalation,6 months,Default,train-cv,Repeat13,Fold2
2779,Sample size,Escalation,6 months,Default,train-cv,Repeat14,Fold1
2780,Sample size,Escalation,6 months,Default,train-cv,Repeat14,Fold2
2781,Sample size,Escalation,6 months,Default,train-cv,Repeat15,Fold1
2782,Sample size,Escalation,6 months,Default,train-cv,Repeat15,Fold2
2783,Sample size,Escalation,6 months,Default,train-cv,Repeat16,Fold1
2784,Sample size,Escalation,6 months,Default,train-cv,Repeat16,Fold2
2785,Sample size,Escalation,6 months,Default,train-cv,Repeat17,Fold1
2786,Sample size,Escalation,6 months,Default,train-cv,Repeat17,Fold2
2787,Sample size,Escalation,6 months,Default,train-cv,Repeat18,Fold1
2788,Sample size,Escalation,6 months,Default,train-cv,Repeat18,Fold2
2789,Sample size,Escalation,6 months,Default,train-cv,Repeat19,Fold1
2790,Sample size,Escalation,6 months,Default,train-cv,Repeat19,Fold2
2791,Sample size,Escalation,6 months,Default,train-cv,Repeat20,Fold1
2792,Sample size,Escalation,6 months,Default,train-cv,Repeat20,Fold2
2793,Sample size,Escalation,6 months,Default,train-cv,Repeat21,Fold1
2794,Sample size,Escalation,6 months,Default,train-cv,Repeat21,Fold2
2795,Sample size,Escalation,6 months,Default,test,NA,NA
2796,Sample size,Escalation,6 months,Tuned,train-cv,Repeat01,Fold1
2797,Sample size,Escalation,6 months,Tuned,train-cv,Repeat01,Fold2
2798,Sample size,Escalation,6 months,Tuned,train-cv,Repeat02,Fold1
2799,Sample size,Escalation,6 months,Tuned,train-cv,Repeat02,Fold2
2800,Sample size,Escalation,6 months,Tuned,train-cv,Repeat03,Fold1
2801,Sample size,Escalation,6 months,Tuned,train-cv,Repeat03,Fold2
2802,Sample size,Escalation,6 months,Tuned,train-cv,Repeat04,Fold1
2803,Sample size,Escalation,6 months,Tuned,train-cv,Repeat04,Fold2
2804,Sample size,Escalation,6 months,Tuned,train-cv,Repeat05,Fold1
2805,Sample size,Escalation,6 months,Tuned,train-cv,Repeat05,Fold2
2806,Sample size,Escalation,6 months,Tuned,train-cv,Repeat06,Fold1
2807,Sample size,Escalation,6 months,Tuned,train-cv,Repeat06,Fold2
2808,Sample size,Escalation,6 months,Tuned,train-cv,Repeat07,Fold1
2809,Sample size,Escalation,6 months,Tuned,train-cv,Repeat07,Fold2
2810,Sample size,Escalation,6 months,Tuned,train-cv,Repeat08,Fold1
2811,Sample size,Escalation,6 months,Tuned,train-cv,Repeat08,Fold2
2812,Sample size,Escalation,6 months,Tuned,train-cv,Repeat09,Fold1
2813,Sample size,Escalation,6 months,Tuned,train-cv,Repeat09,Fold2
2814,Sample size,Escalation,6 months,Tuned,train-cv,Repeat10,Fold1
2815,Sample size,Escalation,6 months,Tuned,train-cv,Repeat10,Fold2
2816,Sample size,Escalation,6 months,Tuned,train-cv,Repeat11,Fold1
2817,Sample size,Escalation,6 months,Tuned,train-cv,Repeat11,Fold2
2818,Sample size,Escalation,6 months,Tuned,train-cv,Repeat12,Fold1
2819,Sample size,Escalation,6 months,Tuned,train-cv,Repeat12,Fold2
2820,Sample size,Escalation,6 months,Tuned,train-cv,Repeat13,Fold1
2821,Sample size,Escalation,6 months,Tuned,train-cv,Repeat13,Fold2
2822,Sample size,Escalation,6 months,Tuned,train-cv,Repeat14,Fold1
2823,Sample size,Escalation,6 months,Tuned,train-cv,Repeat14,Fold2
2824,Sample size,Escalation,6 months,Tuned,train-cv,Repeat15,Fold1
2825,Sample size,Escalation,6 months,Tuned,train-cv,Repeat15,Fold2
2826,Sample size,Escalation,6 months,Tuned,train-cv,Repeat16,Fold1
2827,Sample size,Escalation,6 months,Tuned,train-cv,Repeat16,Fold2
2828,Sample size,Escalation,6 months,Tuned,train-cv,Repeat17,Fold1
2829,Sample size,Escalation,6 months,Tuned,train-cv,Repeat17,Fold2
2830,Sample size,Escalation,6 months,Tuned,train-cv,Repeat18,Fold1
2831,Sample size,Escalation,6 months,Tuned,train-cv,Repeat18,Fold2
2832,Sample size,Escalation,6 months,Tuned,train-cv,Repeat19,Fold1
2833,Sample size,Escalation,6 months,Tuned,train-cv,Repeat19,Fold2
2834,Sample size,Escalation,6 months,Tuned,train-cv,Repeat20,Fold1
2835,Sample size,Escalation,6 months,Tuned,train-cv,Repeat20,Fold2
2836,Sample size,Escalation,6 months,Tuned,train-cv,Repeat21,Fold1
2837,Sample size,Escalation,6 months,Tuned,train-cv,Repeat21,Fold2
2838,Sample size,Escalation,6 months,Tuned,test,NA,NA
2839,Sample size,Quad,1 month,B&S,train-cv,Repeat01,Fold1
2840,Sample size,Quad,1 month,B&S,train-cv,Repeat01,Fold2
2841,Sample size,Quad,1 month,B&S,train-cv,Repeat02,Fold1
2842,Sample size,Quad,1 month,B&S,train-cv,Repeat02,Fold2
2843,Sample size,Quad,1 month,B&S,train-cv,Repeat03,Fold1
2844,Sample size,Quad,1 month,B&S,train-cv,Repeat03,Fold2
2845,Sample size,Quad,1 month,B&S,train-cv,Repeat04,Fold1
2846,Sample size,Quad,1 month,B&S,train-cv,Repeat04,Fold2
2847,Sample size,Quad,1 month,B&S,train-cv,Repeat05,Fold1
2848,Sample size,Quad,1 month,B&S,train-cv,Repeat05,Fold2
2849,Sample size,Quad,1 month,B&S,train-cv,Repeat06,Fold1
2850,Sample size,Quad,1 month,B&S,train-cv,Repeat06,Fold2
2851,Sample size,Quad,1 month,B&S,train-cv,Repeat07,Fold1
2852,Sample size,Quad,1 month,B&S,train-cv,Repeat07,Fold2
2853,Sample size,Quad,1 month,B&S,train-cv,Repeat08,Fold1
2854,Sample size,Quad,1 month,B&S,train-cv,Repeat08,Fold2
2855,Sample size,Quad,1 month,B&S,train-cv,Repeat09,Fold1
2856,Sample size,Quad,1 month,B&S,train-cv,Repeat09,Fold2
2857,Sample size,Quad,1 month,B&S,train-cv,Repeat10,Fold1
2858,Sample size,Quad,1 month,B&S,train-cv,Repeat10,Fold2
2859,Sample size,Quad,1 month,B&S,train-cv,Repeat11,Fold1
2860,Sample size,Quad,1 month,B&S,train-cv,Repeat11,Fold2
2861,Sample size,Quad,1 month,B&S,train-cv,Repeat12,Fold1
2862,Sample size,Quad,1 month,B&S,train-cv,Repeat12,Fold2
2863,Sample size,Quad,1 month,B&S,train-cv,Repeat13,Fold1
2864,Sample size,Quad,1 month,B&S,train-cv,Repeat13,Fold2
2865,Sample size,Quad,1 month,B&S,train-cv,Repeat14,Fold1
2866,Sample size,Quad,1 month,B&S,train-cv,Repeat14,Fold2
2867,Sample size,Quad,1 month,B&S,train-cv,Repeat15,Fold1
2868,Sample size,Quad,1 month,B&S,train-cv,Repeat15,Fold2
2869,Sample size,Quad,1 month,B&S,train-cv,Repeat16,Fold1
2870,Sample size,Quad,1 month,B&S,train-cv,Repeat16,Fold2
2871,Sample size,Quad,1 month,B&S,train-cv,Repeat17,Fold1
2872,Sample size,Quad,1 month,B&S,train-cv,Repeat17,Fold2
2873,Sample size,Quad,1 month,B&S,train-cv,Repeat18,Fold1
2874,Sample size,Quad,1 month,B&S,train-cv,Repeat18,Fold2
2875,Sample size,Quad,1 month,B&S,train-cv,Repeat19,Fold1
2876,Sample size,Quad,1 month,B&S,train-cv,Repeat19,Fold2
2877,Sample size,Quad,1 month,B&S,train-cv,Repeat20,Fold1
2878,Sample size,Quad,1 month,B&S,train-cv,Repeat20,Fold2
2879,Sample size,Quad,1 month,B&S,train-cv,Repeat21,Fold1
2880,Sample size,Quad,1 month,B&S,train-cv,Repeat21,Fold2
2881,Sample size,Quad,1 month,B&S,test,NA,NA
2882,Sample size,Quad,1 month,Default,train-cv,Repeat01,Fold1
2883,Sample size,Quad,1 month,Default,train-cv,Repeat01,Fold2
2884,Sample size,Quad,1 month,Default,train-cv,Repeat02,Fold1
2885,Sample size,Quad,1 month,Default,train-cv,Repeat02,Fold2
2886,Sample size,Quad,1 month,Default,train-cv,Repeat03,Fold1
2887,Sample size,Quad,1 month,Default,train-cv,Repeat03,Fold2
2888,Sample size,Quad,1 month,Default,train-cv,Repeat04,Fold1
2889,Sample size,Quad,1 month,Default,train-cv,Repeat04,Fold2
2890,Sample size,Quad,1 month,Default,train-cv,Repeat05,Fold1
2891,Sample size,Quad,1 month,Default,train-cv,Repeat05,Fold2
2892,Sample size,Quad,1 month,Default,train-cv,Repeat06,Fold1
2893,Sample size,Quad,1 month,Default,train-cv,Repeat06,Fold2
2894,Sample size,Quad,1 month,Default,train-cv,Repeat07,Fold1
2895,Sample size,Quad,1 month,Default,train-cv,Repeat07,Fold2
2896,Sample size,Quad,1 month,Default,train-cv,Repeat08,Fold1
2897,Sample size,Quad,1 month,Default,train-cv,Repeat08,Fold2
2898,Sample size,Quad,1 month,Default,train-cv,Repeat09,Fold1
2899,Sample size,Quad,1 month,Default,train-cv,Repeat09,Fold2
2900,Sample size,Quad,1 month,Default,train-cv,Repeat10,Fold1
2901,Sample size,Quad,1 month,Default,train-cv,Repeat10,Fold2
2902,Sample size,Quad,1 month,Default,train-cv,Repeat11,Fold1
2903,Sample size,Quad,1 month,Default,train-cv,Repeat11,Fold2
2904,Sample size,Quad,1 month,Default,train-cv,Repeat12,Fold1
2905,Sample size,Quad,1 month,Default,train-cv,Repeat12,Fold2
2906,Sample size,Quad,1 month,Default,train-cv,Repeat13,Fold1
2907,Sample size,Quad,1 month,Default,train-cv,Repeat13,Fold2
2908,Sample size,Quad,1 month,Default,train-cv,Repeat14,Fold1
2909,Sample size,Quad,1 month,Default,train-cv,Repeat14,Fold2
2910,Sample size,Quad,1 month,Default,train-cv,Repeat15,Fold1
2911,Sample size,Quad,1 month,Default,train-cv,Repeat15,Fold2
2912,Sample size,Quad,1 month,Default,train-cv,Repeat16,Fold1
2913,Sample size,Quad,1 month,Default,train-cv,Repeat16,Fold2
2914,Sample size,Quad,1 month,Default,train-cv,Repeat17,Fold1
2915,Sample size,Quad,1 month,Default,train-cv,Repeat17,Fold2
2916,Sample size,Quad,1 month,Default,train-cv,Repeat18,Fold1
2917,Sample size,Quad,1 month,Default,train-cv,Repeat18,Fold2
2918,Sample size,Quad,1 month,Default,train-cv,Repeat19,Fold1
2919,Sample size,Quad,1 month,Default,train-cv,Repeat19,Fold2
2920,Sample size,Quad,1 month,Default,train-cv,Repeat20,Fold1
2921,Sample size,Quad,1 month,Default,train-cv,Repeat20,Fold2
2922,Sample size,Quad,1 month,Default,train-cv,Repeat21,Fold1
2923,Sample size,Quad,1 month,Default,train-cv,Repeat21,Fold2
2924,Sample size,Quad,1 month,Default,test,NA,NA
2925,Sample size,Quad,1 month,Tuned,train-cv,Repeat01,Fold1
2926,Sample size,Quad,1 month,Tuned,train-cv,Repeat01,Fold2
2927,Sample size,Quad,1 month,Tuned,train-cv,Repeat02,Fold1
2928,Sample size,Quad,1 month,Tuned,train-cv,Repeat02,Fold2
2929,Sample size,Quad,1 month,Tuned,train-cv,Repeat03,Fold1
2930,Sample size,Quad,1 month,Tuned,train-cv,Repeat03,Fold2
2931,Sample size,Quad,1 month,Tuned,train-cv,Repeat04,Fold1
2932,Sample size,Quad,1 month,Tuned,train-cv,Repeat04,Fold2
2933,Sample size,Quad,1 month,Tuned,train-cv,Repeat05,Fold1
2934,Sample size,Quad,1 month,Tuned,train-cv,Repeat05,Fold2
2935,Sample size,Quad,1 month,Tuned,train-cv,Repeat06,Fold1
2936,Sample size,Quad,1 month,Tuned,train-cv,Repeat06,Fold2
2937,Sample size,Quad,1 month,Tuned,train-cv,Repeat07,Fold1
2938,Sample size,Quad,1 month,Tuned,train-cv,Repeat07,Fold2
2939,Sample size,Quad,1 month,Tuned,train-cv,Repeat08,Fold1
2940,Sample size,Quad,1 month,Tuned,train-cv,Repeat08,Fold2
2941,Sample size,Quad,1 month,Tuned,train-cv,Repeat09,Fold1
2942,Sample size,Quad,1 month,Tuned,train-cv,Repeat09,Fold2
2943,Sample size,Quad,1 month,Tuned,train-cv,Repeat10,Fold1
2944,Sample size,Quad,1 month,Tuned,train-cv,Repeat10,Fold2
2945,Sample size,Quad,1 month,Tuned,train-cv,Repeat11,Fold1
2946,Sample size,Quad,1 month,Tuned,train-cv,Repeat11,Fold2
2947,Sample size,Quad,1 month,Tuned,train-cv,Repeat12,Fold1
2948,Sample size,Quad,1 month,Tuned,train-cv,Repeat12,Fold2
2949,Sample size,Quad,1 month,Tuned,train-cv,Repeat13,Fold1
2950,Sample size,Quad,1 month,Tuned,train-cv,Repeat13,Fold2
2951,Sample size,Quad,1 month,Tuned,train-cv,Repeat14,Fold1
2952,Sample size,Quad,1 month,Tuned,train-cv,Repeat14,Fold2
2953,Sample size,Quad,1 month,Tuned,train-cv,Repeat15,Fold1
2954,Sample size,Quad,1 month,Tuned,train-cv,Repeat15,Fold2
2955,Sample size,Quad,1 month,Tuned,train-cv,Repeat16,Fold1
2956,Sample size,Quad,1 month,Tuned,train-cv,Repeat16,Fold2
2957,Sample size,Quad,1 month,Tuned,train-cv,Repeat17,Fold1
2958,Sample size,Quad,1 month,Tuned,train-cv,Repeat17,Fold2
2959,Sample size,Quad,1 month,Tuned,train-cv,Repeat18,Fold1
2960,Sample size,Quad,1 month,Tuned,train-cv,Repeat18,Fold2
2961,Sample size,Quad,1 month,Tuned,train-cv,Repeat19,Fold1
2962,Sample size,Quad,1 month,Tuned,train-cv,Repeat19,Fold2
2963,Sample size,Quad,1 month,Tuned,train-cv,Repeat20,Fold1
2964,Sample size,Quad,1 month,Tuned,train-cv,Repeat20,Fold2
2965,Sample size,Quad,1 month,Tuned,train-cv,Repeat21,Fold1
2966,Sample size,Quad,1 month,Tuned,train-cv,Repeat21,Fold2
2967,Sample size,Quad,1 month,Tuned,test,NA,NA
2968,Sample size,Quad,6 months,B&S,train-cv,Repeat01,Fold1
2969,Sample size,Quad,6 months,B&S,train-cv,Repeat01,Fold2
2970,Sample size,Quad,6 months,B&S,train-cv,Repeat02,Fold1
2971,Sample size,Quad,6 months,B&S,train-cv,Repeat02,Fold2
2972,Sample size,Quad,6 months,B&S,train-cv,Repeat03,Fold1
2973,Sample size,Quad,6 months,B&S,train-cv,Repeat03,Fold2
2974,Sample size,Quad,6 months,B&S,train-cv,Repeat04,Fold1
2975,Sample size,Quad,6 months,B&S,train-cv,Repeat04,Fold2
2976,Sample size,Quad,6 months,B&S,train-cv,Repeat05,Fold1
2977,Sample size,Quad,6 months,B&S,train-cv,Repeat05,Fold2
2978,Sample size,Quad,6 months,B&S,train-cv,Repeat06,Fold1
2979,Sample size,Quad,6 months,B&S,train-cv,Repeat06,Fold2
2980,Sample size,Quad,6 months,B&S,train-cv,Repeat07,Fold1
2981,Sample size,Quad,6 months,B&S,train-cv,Repeat07,Fold2
2982,Sample size,Quad,6 months,B&S,train-cv,Repeat08,Fold1
2983,Sample size,Quad,6 months,B&S,train-cv,Repeat08,Fold2
2984,Sample size,Quad,6 months,B&S,train-cv,Repeat09,Fold1
2985,Sample size,Quad,6 months,B&S,train-cv,Repeat09,Fold2
2986,Sample size,Quad,6 months,B&S,train-cv,Repeat10,Fold1
2987,Sample size,Quad,6 months,B&S,train-cv,Repeat10,Fold2
2988,Sample size,Quad,6 months,B&S,train-cv,Repeat11,Fold1
2989,Sample size,Quad,6 months,B&S,train-cv,Repeat11,Fold2
2990,Sample size,Quad,6 months,B&S,train-cv,Repeat12,Fold1
2991,Sample size,Quad,6 months,B&S,train-cv,Repeat12,Fold2
2992,Sample size,Quad,6 months,B&S,train-cv,Repeat13,Fold1
2993,Sample size,Quad,6 months,B&S,train-cv,Repeat13,Fold2
2994,Sample size,Quad,6 months,B&S,train-cv,Repeat14,Fold1
2995,Sample size,Quad,6 months,B&S,train-cv,Repeat14,Fold2
2996,Sample size,Quad,6 months,B&S,train-cv,Repeat15,Fold1
2997,Sample size,Quad,6 months,B&S,train-cv,Repeat15,Fold2
2998,Sample size,Quad,6 months,B&S,train-cv,Repeat16,Fold1
2999,Sample size,Quad,6 months,B&S,train-cv,Repeat16,Fold2
3000,Sample size,Quad,6 months,B&S,train-cv,Repeat17,Fold1
3001,Sample size,Quad,6 months,B&S,train-cv,Repeat17,Fold2
3002,Sample size,Quad,6 months,B&S,train-cv,Repeat18,Fold1
3003,Sample size,Quad,6 months,B&S,train-cv,Repeat18,Fold2
3004,Sample size,Quad,6 months,B&S,train-cv,Repeat19,Fold1
3005,Sample size,Quad,6 months,B&S,train-cv,Repeat19,Fold2
3006,Sample size,Quad,6 months,B&S,train-cv,Repeat20,Fold1
3007,Sample size,Quad,6 months,B&S,train-cv,Repeat20,Fold2
3008,Sample size,Quad,6 months,B&S,train-cv,Repeat21,Fold1
3009,Sample size,Quad,6 months,B&S,train-cv,Repeat21,Fold2
3010,Sample size,Quad,6 months,B&S,test,NA,NA
3011,Sample size,Quad,6 months,Default,train-cv,Repeat01,Fold1
3012,Sample size,Quad,6 months,Default,train-cv,Repeat01,Fold2
3013,Sample size,Quad,6 months,Default,train-cv,Repeat02,Fold1
3014,Sample size,Quad,6 months,Default,train-cv,Repeat02,Fold2
3015,Sample size,Quad,6 months,Default,train-cv,Repeat03,Fold1
3016,Sample size,Quad,6 months,Default,train-cv,Repeat03,Fold2
3017,Sample size,Quad,6 months,Default,train-cv,Repeat04,Fold1
3018,Sample size,Quad,6 months,Default,train-cv,Repeat04,Fold2
3019,Sample size,Quad,6 months,Default,train-cv,Repeat05,Fold1
3020,Sample size,Quad,6 months,Default,train-cv,Repeat05,Fold2
3021,Sample size,Quad,6 months,Default,train-cv,Repeat06,Fold1
3022,Sample size,Quad,6 months,Default,train-cv,Repeat06,Fold2
3023,Sample size,Quad,6 months,Default,train-cv,Repeat07,Fold1
3024,Sample size,Quad,6 months,Default,train-cv,Repeat07,Fold2
3025,Sample size,Quad,6 months,Default,train-cv,Repeat08,Fold1
3026,Sample size,Quad,6 months,Default,train-cv,Repeat08,Fold2
3027,Sample size,Quad,6 months,Default,train-cv,Repeat09,Fold1
3028,Sample size,Quad,6 months,Default,train-cv,Repeat09,Fold2
3029,Sample size,Quad,6 months,Default,train-cv,Repeat10,Fold1
3030,Sample size,Quad,6 months,Default,train-cv,Repeat10,Fold2
3031,Sample size,Quad,6 months,Default,train-cv,Repeat11,Fold1
3032,Sample size,Quad,6 months,Default,train-cv,Repeat11,Fold2
3033,Sample size,Quad,6 months,Default,train-cv,Repeat12,Fold1
3034,Sample size,Quad,6 months,Default,train-cv,Repeat12,Fold2
3035,Sample size,Quad,6 months,Default,train-cv,Repeat13,Fold1
3036,Sample size,Quad,6 months,Default,train-cv,Repeat13,Fold2
3037,Sample size,Quad,6 months,Default,train-cv,Repeat14,Fold1
3038,Sample size,Quad,6 months,Default,train-cv,Repeat14,Fold2
3039,Sample size,Quad,6 months,Default,train-cv,Repeat15,Fold1
3040,Sample size,Quad,6 months,Default,train-cv,Repeat15,Fold2
3041,Sample size,Quad,6 months,Default,train-cv,Repeat16,Fold1
3042,Sample size,Quad,6 months,Default,train-cv,Repeat16,Fold2
3043,Sample size,Quad,6 months,Default,train-cv,Repeat17,Fold1
3044,Sample size,Quad,6 months,Default,train-cv,Repeat17,Fold2
3045,Sample size,Quad,6 months,Default,train-cv,Repeat18,Fold1
3046,Sample size,Quad,6 months,Default,train-cv,Repeat18,Fold2
3047,Sample size,Quad,6 months,Default,train-cv,Repeat19,Fold1
3048,Sample size,Quad,6 months,Default,train-cv,Repeat19,Fold2
3049,Sample size,Quad,6 months,Default,train-cv,Repeat20,Fold1
3050,Sample size,Quad,6 months,Default,train-cv,Repeat20,Fold2
3051,Sample size,Quad,6 months,Default,train-cv,Repeat21,Fold1
3052,Sample size,Quad,6 months,Default,train-cv,Repeat21,Fold2
3053,Sample size,Quad,6 months,Default,test,NA,NA
3054,Sample size,Quad,6 months,Tuned,train-cv,Repeat01,Fold1
3055,Sample size,Quad,6 months,Tuned,train-cv,Repeat01,Fold2
3056,Sample size,Quad,6 months,Tuned,train-cv,Repeat02,Fold1
3057,Sample size,Quad,6 months,Tuned,train-cv,Repeat02,Fold2
3058,Sample size,Quad,6 months,Tuned,train-cv,Repeat03,Fold1
3059,Sample size,Quad,6 months,Tuned,train-cv,Repeat03,Fold2
3060,Sample size,Quad,6 months,Tuned,train-cv,Repeat04,Fold1
3061,Sample size,Quad,6 months,Tuned,train-cv,Repeat04,Fold2
3062,Sample size,Quad,6 months,Tuned,train-cv,Repeat05,Fold1
3063,Sample size,Quad,6 months,Tuned,train-cv,Repeat05,Fold2
3064,Sample size,Quad,6 months,Tuned,train-cv,Repeat06,Fold1
3065,Sample size,Quad,6 months,Tuned,train-cv,Repeat06,Fold2
3066,Sample size,Quad,6 months,Tuned,train-cv,Repeat07,Fold1
3067,Sample size,Quad,6 months,Tuned,train-cv,Repeat07,Fold2
3068,Sample size,Quad,6 months,Tuned,train-cv,Repeat08,Fold1
3069,Sample size,Quad,6 months,Tuned,train-cv,Repeat08,Fold2
3070,Sample size,Quad,6 months,Tuned,train-cv,Repeat09,Fold1
3071,Sample size,Quad,6 months,Tuned,train-cv,Repeat09,Fold2
3072,Sample size,Quad,6 months,Tuned,train-cv,Repeat10,Fold1
3073,Sample size,Quad,6 months,Tuned,train-cv,Repeat10,Fold2
3074,Sample size,Quad,6 months,Tuned,train-cv,Repeat11,Fold1
3075,Sample size,Quad,6 months,Tuned,train-cv,Repeat11,Fold2
3076,Sample size,Quad,6 months,Tuned,train-cv,Repeat12,Fold1
3077,Sample size,Quad,6 months,Tuned,train-cv,Repeat12,Fold2
3078,Sample size,Quad,6 months,Tuned,train-cv,Repeat13,Fold1
3079,Sample size,Quad,6 months,Tuned,train-cv,Repeat13,Fold2
3080,Sample size,Quad,6 months,Tuned,train-cv,Repeat14,Fold1
3081,Sample size,Quad,6 months,Tuned,train-cv,Repeat14,Fold2
3082,Sample size,Quad,6 months,Tuned,train-cv,Repeat15,Fold1
3083,Sample size,Quad,6 months,Tuned,train-cv,Repeat15,Fold2
3084,Sample size,Quad,6 months,Tuned,train-cv,Repeat16,Fold1
3085,Sample size,Quad,6 months,Tuned,train-cv,Repeat16,Fold2
3086,Sample size,Quad,6 months,Tuned,train-cv,Repeat17,Fold1
3087,Sample size,Quad,6 months,Tuned,train-cv,Repeat17,Fold2
3088,Sample size,Quad,6 months,Tuned,train-cv,Repeat18,Fold1
3089,Sample size,Quad,6 months,Tuned,train-cv,Repeat18,Fold2
3090,Sample size,Quad,6 months,Tuned,train-cv,Repeat19,Fold1
3091,Sample size,Quad,6 months,Tuned,train-cv,Repeat19,Fold2
3092,Sample size,Quad,6 months,Tuned,train-cv,Repeat20,Fold1
3093,Sample size,Quad,6 months,Tuned,train-cv,Repeat20,Fold2
3094,Sample size,Quad,6 months,Tuned,train-cv,Repeat21,Fold1
3095,Sample size,Quad,6 months,Tuned,train-cv,Repeat21,Fold2
3096,Sample size,Quad,6 months,Tuned,test,NA,NA
3097,Sample size,Goldstein,1 month,B&S,train-cv,Repeat01,Fold1
3098,Sample size,Goldstein,1 month,B&S,train-cv,Repeat01,Fold2
3099,Sample size,Goldstein,1 month,B&S,train-cv,Repeat02,Fold1
3100,Sample size,Goldstein,1 month,B&S,train-cv,Repeat02,Fold2
3101,Sample size,Goldstein,1 month,B&S,train-cv,Repeat03,Fold1
3102,Sample size,Goldstein,1 month,B&S,train-cv,Repeat03,Fold2
