model_id,table1_rows,table1_columns,horizon,hp_set,prediction_on,id,id2
9924,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat17,Fold2
9925,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat18,Fold1
9926,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat18,Fold2
9927,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat19,Fold1
9928,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat19,Fold2
9929,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat20,Fold1
9930,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat20,Fold2
9931,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat21,Fold1
9932,Coding of DV 1,CAMEO,1 month,Tuned,train-cv,Repeat21,Fold2
9933,Coding of DV 1,CAMEO,1 month,Tuned,test,NA,NA
9934,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat01,Fold1
9935,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat01,Fold2
9936,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat02,Fold1
9937,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat02,Fold2
9938,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat03,Fold1
9939,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat03,Fold2
9940,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat04,Fold1
9941,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat04,Fold2
9942,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat05,Fold1
9943,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat05,Fold2
9944,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat06,Fold1
9945,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat06,Fold2
9946,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat07,Fold1
9947,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat07,Fold2
9948,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat08,Fold1
9949,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat08,Fold2
9950,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat09,Fold1
9951,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat09,Fold2
9952,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat10,Fold1
9953,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat10,Fold2
9954,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat11,Fold1
9955,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat11,Fold2
9956,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat12,Fold1
9957,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat12,Fold2
9958,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat13,Fold1
9959,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat13,Fold2
9960,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat14,Fold1
9961,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat14,Fold2
9962,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat15,Fold1
9963,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat15,Fold2
9964,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat16,Fold1
9965,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat16,Fold2
9966,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat17,Fold1
9967,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat17,Fold2
9968,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat18,Fold1
9969,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat18,Fold2
9970,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat19,Fold1
9971,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat19,Fold2
9972,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat20,Fold1
9973,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat20,Fold2
9974,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat21,Fold1
9975,Coding of DV 1,CAMEO,6 months,B&S,train-cv,Repeat21,Fold2
9976,Coding of DV 1,CAMEO,6 months,B&S,test,NA,NA
9977,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat01,Fold1
9978,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat01,Fold2
9979,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat02,Fold1
9980,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat02,Fold2
9981,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat03,Fold1
9982,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat03,Fold2
9983,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat04,Fold1
9984,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat04,Fold2
9985,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat05,Fold1
9986,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat05,Fold2
9987,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat06,Fold1
9988,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat06,Fold2
9989,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat07,Fold1
9990,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat07,Fold2
9991,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat08,Fold1
9992,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat08,Fold2
9993,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat09,Fold1
9994,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat09,Fold2
9995,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat10,Fold1
9996,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat10,Fold2
9997,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat11,Fold1
9998,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat11,Fold2
9999,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat12,Fold1
10000,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat12,Fold2
10001,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat13,Fold1
10002,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat13,Fold2
10003,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat14,Fold1
10004,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat14,Fold2
10005,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat15,Fold1
10006,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat15,Fold2
10007,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat16,Fold1
10008,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat16,Fold2
10009,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat17,Fold1
10010,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat17,Fold2
10011,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat18,Fold1
10012,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat18,Fold2
10013,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat19,Fold1
10014,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat19,Fold2
10015,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat20,Fold1
10016,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat20,Fold2
10017,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat21,Fold1
10018,Coding of DV 1,CAMEO,6 months,Default,train-cv,Repeat21,Fold2
10019,Coding of DV 1,CAMEO,6 months,Default,test,NA,NA
10020,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat01,Fold1
10021,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat01,Fold2
10022,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat02,Fold1
10023,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat02,Fold2
10024,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat03,Fold1
10025,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat03,Fold2
10026,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat04,Fold1
10027,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat04,Fold2
10028,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat05,Fold1
10029,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat05,Fold2
10030,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat06,Fold1
10031,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat06,Fold2
10032,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat07,Fold1
10033,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat07,Fold2
10034,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat08,Fold1
10035,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat08,Fold2
10036,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat09,Fold1
10037,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat09,Fold2
10038,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat10,Fold1
10039,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat10,Fold2
10040,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat11,Fold1
10041,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat11,Fold2
10042,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat12,Fold1
10043,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat12,Fold2
10044,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat13,Fold1
10045,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat13,Fold2
10046,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat14,Fold1
10047,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat14,Fold2
10048,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat15,Fold1
10049,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat15,Fold2
10050,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat16,Fold1
10051,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat16,Fold2
10052,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat17,Fold1
10053,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat17,Fold2
10054,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat18,Fold1
10055,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat18,Fold2
10056,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat19,Fold1
10057,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat19,Fold2
10058,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat20,Fold1
10059,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat20,Fold2
10060,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat21,Fold1
10061,Coding of DV 1,CAMEO,6 months,Tuned,train-cv,Repeat21,Fold2
10062,Coding of DV 1,CAMEO,6 months,Tuned,test,NA,NA
10063,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat01,Fold1
10064,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat01,Fold2
10065,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat02,Fold1
10066,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat02,Fold2
10067,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat03,Fold1
10068,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat03,Fold2
10069,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat04,Fold1
10070,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat04,Fold2
10071,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat05,Fold1
10072,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat05,Fold2
10073,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat06,Fold1
10074,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat06,Fold2
10075,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat07,Fold1
10076,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat07,Fold2
10077,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat08,Fold1
10078,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat08,Fold2
10079,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat09,Fold1
10080,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat09,Fold2
10081,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat10,Fold1
10082,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat10,Fold2
10083,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat11,Fold1
10084,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat11,Fold2
10085,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat12,Fold1
10086,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat12,Fold2
10087,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat13,Fold1
10088,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat13,Fold2
10089,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat14,Fold1
10090,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat14,Fold2
10091,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat15,Fold1
10092,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat15,Fold2
10093,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat16,Fold1
10094,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat16,Fold2
10095,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat17,Fold1
10096,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat17,Fold2
10097,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat18,Fold1
10098,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat18,Fold2
10099,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat19,Fold1
10100,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat19,Fold2
10101,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat20,Fold1
10102,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat20,Fold2
10103,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat21,Fold1
10104,Coding of DV 1,Average,1 month,B&S,train-cv,Repeat21,Fold2
10105,Coding of DV 1,Average,1 month,B&S,test,NA,NA
10106,Coding of DV 1,Average,1 month,Default,train-cv,Repeat01,Fold1
10107,Coding of DV 1,Average,1 month,Default,train-cv,Repeat01,Fold2
10108,Coding of DV 1,Average,1 month,Default,train-cv,Repeat02,Fold1
10109,Coding of DV 1,Average,1 month,Default,train-cv,Repeat02,Fold2
10110,Coding of DV 1,Average,1 month,Default,train-cv,Repeat03,Fold1
10111,Coding of DV 1,Average,1 month,Default,train-cv,Repeat03,Fold2
10112,Coding of DV 1,Average,1 month,Default,train-cv,Repeat04,Fold1
10113,Coding of DV 1,Average,1 month,Default,train-cv,Repeat04,Fold2
10114,Coding of DV 1,Average,1 month,Default,train-cv,Repeat05,Fold1
10115,Coding of DV 1,Average,1 month,Default,train-cv,Repeat05,Fold2
10116,Coding of DV 1,Average,1 month,Default,train-cv,Repeat06,Fold1
10117,Coding of DV 1,Average,1 month,Default,train-cv,Repeat06,Fold2
10118,Coding of DV 1,Average,1 month,Default,train-cv,Repeat07,Fold1
10119,Coding of DV 1,Average,1 month,Default,train-cv,Repeat07,Fold2
10120,Coding of DV 1,Average,1 month,Default,train-cv,Repeat08,Fold1
10121,Coding of DV 1,Average,1 month,Default,train-cv,Repeat08,Fold2
10122,Coding of DV 1,Average,1 month,Default,train-cv,Repeat09,Fold1
10123,Coding of DV 1,Average,1 month,Default,train-cv,Repeat09,Fold2
10124,Coding of DV 1,Average,1 month,Default,train-cv,Repeat10,Fold1
10125,Coding of DV 1,Average,1 month,Default,train-cv,Repeat10,Fold2
10126,Coding of DV 1,Average,1 month,Default,train-cv,Repeat11,Fold1
10127,Coding of DV 1,Average,1 month,Default,train-cv,Repeat11,Fold2
10128,Coding of DV 1,Average,1 month,Default,train-cv,Repeat12,Fold1
10129,Coding of DV 1,Average,1 month,Default,train-cv,Repeat12,Fold2
10130,Coding of DV 1,Average,1 month,Default,train-cv,Repeat13,Fold1
10131,Coding of DV 1,Average,1 month,Default,train-cv,Repeat13,Fold2
10132,Coding of DV 1,Average,1 month,Default,train-cv,Repeat14,Fold1
10133,Coding of DV 1,Average,1 month,Default,train-cv,Repeat14,Fold2
10134,Coding of DV 1,Average,1 month,Default,train-cv,Repeat15,Fold1
10135,Coding of DV 1,Average,1 month,Default,train-cv,Repeat15,Fold2
10136,Coding of DV 1,Average,1 month,Default,train-cv,Repeat16,Fold1
10137,Coding of DV 1,Average,1 month,Default,train-cv,Repeat16,Fold2
10138,Coding of DV 1,Average,1 month,Default,train-cv,Repeat17,Fold1
10139,Coding of DV 1,Average,1 month,Default,train-cv,Repeat17,Fold2
10140,Coding of DV 1,Average,1 month,Default,train-cv,Repeat18,Fold1
10141,Coding of DV 1,Average,1 month,Default,train-cv,Repeat18,Fold2
10142,Coding of DV 1,Average,1 month,Default,train-cv,Repeat19,Fold1
10143,Coding of DV 1,Average,1 month,Default,train-cv,Repeat19,Fold2
10144,Coding of DV 1,Average,1 month,Default,train-cv,Repeat20,Fold1
10145,Coding of DV 1,Average,1 month,Default,train-cv,Repeat20,Fold2
10146,Coding of DV 1,Average,1 month,Default,train-cv,Repeat21,Fold1
10147,Coding of DV 1,Average,1 month,Default,train-cv,Repeat21,Fold2
10148,Coding of DV 1,Average,1 month,Default,test,NA,NA
10149,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat01,Fold1
10150,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat01,Fold2
10151,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat02,Fold1
10152,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat02,Fold2
10153,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat03,Fold1
10154,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat03,Fold2
10155,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat04,Fold1
10156,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat04,Fold2
10157,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat05,Fold1
10158,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat05,Fold2
10159,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat06,Fold1
10160,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat06,Fold2
10161,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat07,Fold1
10162,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat07,Fold2
10163,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat08,Fold1
10164,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat08,Fold2
10165,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat09,Fold1
10166,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat09,Fold2
10167,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat10,Fold1
10168,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat10,Fold2
10169,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat11,Fold1
10170,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat11,Fold2
10171,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat12,Fold1
10172,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat12,Fold2
10173,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat13,Fold1
10174,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat13,Fold2
10175,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat14,Fold1
10176,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat14,Fold2
10177,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat15,Fold1
10178,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat15,Fold2
10179,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat16,Fold1
10180,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat16,Fold2
10181,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat17,Fold1
10182,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat17,Fold2
10183,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat18,Fold1
10184,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat18,Fold2
10185,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat19,Fold1
10186,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat19,Fold2
10187,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat20,Fold1
10188,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat20,Fold2
10189,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat21,Fold1
10190,Coding of DV 1,Average,1 month,Tuned,train-cv,Repeat21,Fold2
10191,Coding of DV 1,Average,1 month,Tuned,test,NA,NA
10192,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat01,Fold1
10193,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat01,Fold2
10194,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat02,Fold1
10195,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat02,Fold2
10196,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat03,Fold1
10197,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat03,Fold2
10198,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat04,Fold1
10199,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat04,Fold2
10200,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat05,Fold1
10201,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat05,Fold2
10202,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat06,Fold1
10203,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat06,Fold2
10204,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat07,Fold1
10205,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat07,Fold2
10206,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat08,Fold1
10207,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat08,Fold2
10208,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat09,Fold1
10209,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat09,Fold2
10210,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat10,Fold1
10211,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat10,Fold2
10212,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat11,Fold1
10213,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat11,Fold2
10214,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat12,Fold1
10215,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat12,Fold2
10216,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat13,Fold1
10217,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat13,Fold2
10218,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat14,Fold1
10219,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat14,Fold2
10220,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat15,Fold1
10221,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat15,Fold2
10222,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat16,Fold1
10223,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat16,Fold2
10224,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat17,Fold1
10225,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat17,Fold2
10226,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat18,Fold1
10227,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat18,Fold2
10228,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat19,Fold1
10229,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat19,Fold2
10230,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat20,Fold1
10231,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat20,Fold2
10232,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat21,Fold1
10233,Coding of DV 1,Average,6 months,B&S,train-cv,Repeat21,Fold2
10234,Coding of DV 1,Average,6 months,B&S,test,NA,NA
10235,Coding of DV 1,Average,6 months,Default,train-cv,Repeat01,Fold1
10236,Coding of DV 1,Average,6 months,Default,train-cv,Repeat01,Fold2
10237,Coding of DV 1,Average,6 months,Default,train-cv,Repeat02,Fold1
10238,Coding of DV 1,Average,6 months,Default,train-cv,Repeat02,Fold2
10239,Coding of DV 1,Average,6 months,Default,train-cv,Repeat03,Fold1
10240,Coding of DV 1,Average,6 months,Default,train-cv,Repeat03,Fold2
10241,Coding of DV 1,Average,6 months,Default,train-cv,Repeat04,Fold1
10242,Coding of DV 1,Average,6 months,Default,train-cv,Repeat04,Fold2
10243,Coding of DV 1,Average,6 months,Default,train-cv,Repeat05,Fold1
10244,Coding of DV 1,Average,6 months,Default,train-cv,Repeat05,Fold2
10245,Coding of DV 1,Average,6 months,Default,train-cv,Repeat06,Fold1
10246,Coding of DV 1,Average,6 months,Default,train-cv,Repeat06,Fold2
10247,Coding of DV 1,Average,6 months,Default,train-cv,Repeat07,Fold1
10248,Coding of DV 1,Average,6 months,Default,train-cv,Repeat07,Fold2
10249,Coding of DV 1,Average,6 months,Default,train-cv,Repeat08,Fold1
10250,Coding of DV 1,Average,6 months,Default,train-cv,Repeat08,Fold2
10251,Coding of DV 1,Average,6 months,Default,train-cv,Repeat09,Fold1
10252,Coding of DV 1,Average,6 months,Default,train-cv,Repeat09,Fold2
10253,Coding of DV 1,Average,6 months,Default,train-cv,Repeat10,Fold1
10254,Coding of DV 1,Average,6 months,Default,train-cv,Repeat10,Fold2
10255,Coding of DV 1,Average,6 months,Default,train-cv,Repeat11,Fold1
10256,Coding of DV 1,Average,6 months,Default,train-cv,Repeat11,Fold2
10257,Coding of DV 1,Average,6 months,Default,train-cv,Repeat12,Fold1
10258,Coding of DV 1,Average,6 months,Default,train-cv,Repeat12,Fold2
10259,Coding of DV 1,Average,6 months,Default,train-cv,Repeat13,Fold1
10260,Coding of DV 1,Average,6 months,Default,train-cv,Repeat13,Fold2
10261,Coding of DV 1,Average,6 months,Default,train-cv,Repeat14,Fold1
10262,Coding of DV 1,Average,6 months,Default,train-cv,Repeat14,Fold2
10263,Coding of DV 1,Average,6 months,Default,train-cv,Repeat15,Fold1
10264,Coding of DV 1,Average,6 months,Default,train-cv,Repeat15,Fold2
10265,Coding of DV 1,Average,6 months,Default,train-cv,Repeat16,Fold1
10266,Coding of DV 1,Average,6 months,Default,train-cv,Repeat16,Fold2
10267,Coding of DV 1,Average,6 months,Default,train-cv,Repeat17,Fold1
10268,Coding of DV 1,Average,6 months,Default,train-cv,Repeat17,Fold2
10269,Coding of DV 1,Average,6 months,Default,train-cv,Repeat18,Fold1
10270,Coding of DV 1,Average,6 months,Default,train-cv,Repeat18,Fold2
10271,Coding of DV 1,Average,6 months,Default,train-cv,Repeat19,Fold1
10272,Coding of DV 1,Average,6 months,Default,train-cv,Repeat19,Fold2
