"","escalation","quad","Goldstein","CAMEO","avg"
"brier",0.003220104742508,0.003220104742508,0.003220104742508,0.003220104742508,0.003220104742508
"f1",0.0615384615384615,0.0512820512820513,0.0425531914893617,0.0335195530726257,0.0377358490566038
