horizon,Model,Escalation Only,With PITF Predictors,Weighted by PITF,PITF Split Population,PITF Only
1 month,Base specification,0.0593413006092417,-0.00980122586373755,0.002506920524608214,0.007143232393011623,-5.010195665684503e-4
6 months,Base specification,0.06073627168579565,-0.008051501328034116,-5.344635308953682e-4,-8.342321656430451e-4,9.459974095527013e-4
